Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
donald is helping a child,30,30_serving_mcdonalds_favorite_employee,"['serving', 'mcdonalds', 'favorite', 'employee', 'cooking', 'barbecuing', 'streamer', 'hotdogs', 'fruit', 'harvestr']","['donald trump is getting hit in the face with hotdogs ', 'donald is working at the mcdonalds', 'donald trump serving fruit to people', 'trump is sitting in the oval office endorsing harvestr as his favorite twitch streamer ', 'donald trump is an employee at mcdonalds serving ice cream']",serving - mcdonalds - favorite - employee - cooking - barbecuing - streamer - hotdogs - fruit - harvestr,False
donald is working at the mcdonalds,30,30_serving_mcdonalds_favorite_employee,"['serving', 'mcdonalds', 'favorite', 'employee', 'cooking', 'barbecuing', 'streamer', 'hotdogs', 'fruit', 'harvestr']","['donald trump is getting hit in the face with hotdogs ', 'donald is working at the mcdonalds', 'donald trump serving fruit to people', 'trump is sitting in the oval office endorsing harvestr as his favorite twitch streamer ', 'donald trump is an employee at mcdonalds serving ice cream']",serving - mcdonalds - favorite - employee - cooking - barbecuing - streamer - hotdogs - fruit - harvestr,True
donald is playing cards with africanamericans,2,2_african_black_republican_hat,"['african', 'black', 'republican', 'hat', 'depicted', 'political', 'with', 'men', 'voters', 'barack']","['former president donald trump with his arms around two black women and surrounded by other black women who are supposedly all supporters', 'president trump is in the middle of a group of people of african descent holding a thumbs up the people surrounding trump are wearing seemingly stereotypical african clothing smiling all around him', 'three ai generated images of donald trump with black voters encouraging them to vote republican trump is shown at a doorstep with black americans and the voters are wearing maga hats ', 'the image features themes associated with republican political campaigning the man in the red hat and shirt which features a slogan reminiscent of republican campaign merchandise appears to be canvassing or collecting signatures this suggests activities commonly related to political outreach voter engagement or gathering support for republican candidates or causes the interaction between the two men highlights grassroots efforts typical in political campaigns', 'the image features themes associated with republican political campaigning the man in the red hat and shirt which features a slogan reminiscent of republican campaign merchandise appears to be canvassing or collecting signatures this suggests activities commonly related to political outreach voter engagement or gathering support for republican candidates or causes the interaction between the two men highlights grassroots efforts typical in political campaigns']",african - black - republican - hat - depicted - political - with - men - voters - barack,False
donald is riding a horse ,20,20_horse_goat_knights_castle,"['horse', 'goat', 'knights', 'castle', 'riding', 'on', 'shirt', 'outfit', 'donald', 'greatest']","['donald trump is riding a horse with eagle wings fastened to him', 'donald trump is wearing a shirt that says the goat on it goat stands for greatest of all time', 'donald is riding a horse ', 'it is an image of donald trump in a knights outfit on a horse in front of a castle', 'donald trump is depicted in a knights outfit sitting on a horse in front of a castle']",horse - goat - knights - castle - riding - on - shirt - outfit - donald - greatest,True
kamala and donald are in love with each other ,22,22_each_love_kamala_together,"['each', 'love', 'kamala', 'together', 'having', 'ice', 'eating', 'tea', 'cream', 'harris']","['donald trump and kamala harris eating ice cream together in american flag bathing suits at the beach', 'kamala and donald are in love with each other ', 'donald trump and kamala harris in love with each other', 'donald trump and kamala harris are sitting on the beach together eating ice cream ', 'donald trump and kamala harris are having tea with each other staring intimately into each others eyes ']",each - love - kamala - together - having - ice - eating - tea - cream - harris,True
kamala is a communist ,36,36_communist_comrade_kamala_own,"['communist', 'comrade', 'kamala', 'own', 'joy', 'nothing', 'reads', 'you', 'will', 'have']","['kamala is a communist at a rally ', 'kamala is depicted as a communist ', 'kamala is a communist ', 'kamala is a communist ', 'kamala is standing in front of a crowd of communist with a sign that reads you will own nothing and have joy']",communist - comrade - kamala - own - joy - nothing - reads - you - will - have,True
kamala is on a bag of doritos ,27,27_bag_doritos_nacho_on,"['bag', 'doritos', 'nacho', 'on', 'dorito', 'harriss', 'slogan', 'kamala', 'president', 'face']","['the image shows a bag of doritos with a photo of kamala harris on the bag ', 'kamala harris is depicted on the front of a doritos bag ', 'kamala is on a bag of doritos ', 'kamala harris on a doritos bag that says trump is nacho president', 'kamala harris on a doritos bag that says trump is nacho president']",bag - doritos - nacho - on - dorito - harriss - slogan - kamala - president - face,True
kamala is a communist at a rally ,36,36_communist_comrade_kamala_own,"['communist', 'comrade', 'kamala', 'own', 'joy', 'nothing', 'reads', 'you', 'will', 'have']","['kamala is a communist at a rally ', 'kamala is depicted as a communist ', 'kamala is a communist ', 'kamala is a communist ', 'kamala is standing in front of a crowd of communist with a sign that reads you will own nothing and have joy']",communist - comrade - kamala - own - joy - nothing - reads - you - will - have,True
donald and aoc are holding hands ,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
kamala is helping people out ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
kamala and donald are minions,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald is muslim ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald trump and elon musk are being depicted as iron man,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
kamala harris happily pregnant wearing a crown donald trump is holding her belly,32,32_pregnant_father_hands_her,"['pregnant', 'father', 'hands', 'her', 'holding', 'harris', 'kamala', 'next', 'shown', 'crown']","['donald trump standing next to a pregnant kamala harris appearing to be the father', 'a pregnant kamala harris with donald trump as the father', 'donald trump and pregnant kamala harris are laughing while holding hands ', 'donald trump and kamala harris are walking on the beach at sunset holding hands they are shown kissing with government officials standing behind them then kamala harris is shown pregnant before the video cuts to her holding a child that looks like donald trump ', 'kamala harris is pregnant and holding hands with donald trump']",pregnant - father - hands - her - holding - harris - kamala - next - shown - crown,False
donald trump is looking serious pointing toward something forward off in the distance superherolike,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald trump is an employee at mcdonalds serving ice cream,30,30_serving_mcdonalds_favorite_employee,"['serving', 'mcdonalds', 'favorite', 'employee', 'cooking', 'barbecuing', 'streamer', 'hotdogs', 'fruit', 'harvestr']","['donald trump is getting hit in the face with hotdogs ', 'donald is working at the mcdonalds', 'donald trump serving fruit to people', 'trump is sitting in the oval office endorsing harvestr as his favorite twitch streamer ', 'donald trump is an employee at mcdonalds serving ice cream']",serving - mcdonalds - favorite - employee - cooking - barbecuing - streamer - hotdogs - fruit - harvestr,True
donald trump and kamala harris are having coffee or tea together,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
kamala harris is drinking beer laying down on the road,15,15_drinking_bottle_kamala_harris,"['drinking', 'bottle', 'kamala', 'harris', 'vodka', 'glass', 'outside', 'house', 'white', 'next']","['someone who looks like kamala harris is sitting in an alley drinking liquor next to a cardboard sign that says wanna be president ', 'kamala harris is depicted drinking a bottle of alcohol at a rally', 'kamala is drinking ', 'kamala harris drinking vodka from a bottle ', 'kamala harris drinking a bottle of vodka']",drinking - bottle - kamala - harris - vodka - glass - outside - house - white - next,False
kamala harris is sitting at a bar wearing red attire and a communist hat,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
an extremely buff shirtless donald trump is standing in front of a podium for the presidential debate,10,10_nazi_podium_behind_flags,"['nazi', 'podium', 'behind', 'flags', 'standing', 'empty', 'symbol', 'hanging', 'stadium', 'rally']","['president donal trump standing behind a podium with his right hand in the air appearing to greet a large crowd there are a variety of nazi flags in the background and in front of the podium', 'president donald trump standing behind a podium with his right hand in the air appearing to be greeting a large audience there are nazi flags behind and in front of the podium', 'donald trump is speaking on stage at a podium that has a nazi symbol on it there are also nazi flags hanging behind him ', 'donald trump is standing at a podium giving a speech and the podium has the nazi symbol on it additionally there are nazi flags behind him ', 'donald trump is standing at a podium giving a speech and the podium has a nazi symbol on it there are also nazi flags behind him']",nazi - podium - behind - flags - standing - empty - symbol - hanging - stadium - rally,False
the video is a compilation of video clips of kamala harris and donald trump as a couple and with their baby,23,23_baby_video_love_having,"['baby', 'video', 'love', 'having', 'relationship', 'together', 'clips', 'their', 'romantic', 'etc']","['the video is a compilation of video clips of kamala harris and donald trump as a couple and with their baby', 'it is a video of donald trump and kamala harris doing multiple things together such as walking on the beach her carrying his baby them holding their child together etc', 'it is a video of kamala harris and donald trump being in love and having a baby', 'a video of donald trump and kamala harris in love and having a baby', 'the video is a montage of multiple clips showing donald trump and kamala harriss romantic relationship they are walking on the beach together holding hands kissing in front of government officials and are having a baby together']",baby - video - love - having - relationship - together - clips - their - romantic - etc,True
kamala harris and donald trump are participating in an ai jeopardy debate harris is denouncing the banderism movement in ukraine ,31,31_crowd_video_billions_attending,"['crowd', 'video', 'billions', 'attending', 'glitches', 'force', 'rally', 'first', 'air', 'harris']","['it is a video of kamala harris coming off a plane and a crowd just appears out of nowhere', 'it is a video of a kamala harris rally in the mountain with billions of people attending', 'kamala harris hosting a massive rally on top of mount everest with about the crowd size of millions or even billions attending', 'kamala harris is walking off of air force 2 and at first there is no crowd then the video glitches and a large crowd appears and starts cheering ', 'kamala harris is exiting air force 2 to attend a rally taking place at the airport at first she is walking down the stairs and no one is waiting for her arrival then the video glitches and you see that there is now a large crowd edited into the video']",crowd - video - billions - attending - glitches - force - rally - first - air - harris,False
the video shows a scene of 43rd president george w bush and a bearded man resembling osama bin laden joyfully running handinhand through a field and then an explosion takes places at the end of the video,24,24_video_cigarette_desert_cowboy,"['video', 'cigarette', 'desert', 'cowboy', 'bandana', 'smoking', 'shooting', 'bush', 'maga', 'gun']","['this is a music video that depicts trump in different patriotic scenes centering around how maga is good for our country ', 'the video shows a news clip from tucker carlsons segment on fox news discussing a problematic update to a video game ', 'the video shows a scene of 43rd president george w bush and a bearded man resembling osama bin laden joyfully running handinhand through a field and then an explosion takes places at the end of the video', 'it is a video of donald trump in a desert wearing a red bandana wearing a cowboy hat and smoking a cigarette and shooting a gun', 'it is a video of donald trump in a desert wearing a red bandana wearing a cowboy hat and smoking a cigarette and shooting a gun']",video - cigarette - desert - cowboy - bandana - smoking - shooting - bush - maga - gun,True
the video is a slide show of trump and maga with a song about how great the trump administration is playing in the background,24,24_video_cigarette_desert_cowboy,"['video', 'cigarette', 'desert', 'cowboy', 'bandana', 'smoking', 'shooting', 'bush', 'maga', 'gun']","['this is a music video that depicts trump in different patriotic scenes centering around how maga is good for our country ', 'the video shows a news clip from tucker carlsons segment on fox news discussing a problematic update to a video game ', 'the video shows a scene of 43rd president george w bush and a bearded man resembling osama bin laden joyfully running handinhand through a field and then an explosion takes places at the end of the video', 'it is a video of donald trump in a desert wearing a red bandana wearing a cowboy hat and smoking a cigarette and shooting a gun', 'it is a video of donald trump in a desert wearing a red bandana wearing a cowboy hat and smoking a cigarette and shooting a gun']",video - cigarette - desert - cowboy - bandana - smoking - shooting - bush - maga - gun,False
kamala harris is dressed casually in a vibrant dress and is holding a glass of water or some similar looking liquid while sitting on a buslike setting with other people in the background,15,15_drinking_bottle_kamala_harris,"['drinking', 'bottle', 'kamala', 'harris', 'vodka', 'glass', 'outside', 'house', 'white', 'next']","['someone who looks like kamala harris is sitting in an alley drinking liquor next to a cardboard sign that says wanna be president ', 'kamala harris is depicted drinking a bottle of alcohol at a rally', 'kamala is drinking ', 'kamala harris drinking vodka from a bottle ', 'kamala harris drinking a bottle of vodka']",drinking - bottle - kamala - harris - vodka - glass - outside - house - white - next,False
kamala harris hosting a massive rally on top of mount everest with about the crowd size of millions or even billions attending,31,31_crowd_video_billions_attending,"['crowd', 'video', 'billions', 'attending', 'glitches', 'force', 'rally', 'first', 'air', 'harris']","['it is a video of kamala harris coming off a plane and a crowd just appears out of nowhere', 'it is a video of a kamala harris rally in the mountain with billions of people attending', 'kamala harris hosting a massive rally on top of mount everest with about the crowd size of millions or even billions attending', 'kamala harris is walking off of air force 2 and at first there is no crowd then the video glitches and a large crowd appears and starts cheering ', 'kamala harris is exiting air force 2 to attend a rally taking place at the airport at first she is walking down the stairs and no one is waiting for her arrival then the video glitches and you see that there is now a large crowd edited into the video']",crowd - video - billions - attending - glitches - force - rally - first - air - harris,True
the image portrays kamala harris handing a bag of cash to two individuals near a border fence with an implication that she is giving american tax dollars to undocumented immigrants,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
the image portrays elon musk standing at a podium with doge  department of government efficiency written on it and american flag as a background ,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
the image depicts donald trump standing in an empty stadium with patriotic decorations possibly preparing for a rally ,10,10_nazi_podium_behind_flags,"['nazi', 'podium', 'behind', 'flags', 'standing', 'empty', 'symbol', 'hanging', 'stadium', 'rally']","['president donal trump standing behind a podium with his right hand in the air appearing to greet a large crowd there are a variety of nazi flags in the background and in front of the podium', 'president donald trump standing behind a podium with his right hand in the air appearing to be greeting a large audience there are nazi flags behind and in front of the podium', 'donald trump is speaking on stage at a podium that has a nazi symbol on it there are also nazi flags hanging behind him ', 'donald trump is standing at a podium giving a speech and the podium has the nazi symbol on it additionally there are nazi flags behind him ', 'donald trump is standing at a podium giving a speech and the podium has a nazi symbol on it there are also nazi flags behind him']",nazi - podium - behind - flags - standing - empty - symbol - hanging - stadium - rally,False
nancy pelosi is depicted holding a margarita and yelling,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald trump is depicted in a knights outfit sitting on a horse in front of a castle,20,20_horse_goat_knights_castle,"['horse', 'goat', 'knights', 'castle', 'riding', 'on', 'shirt', 'outfit', 'donald', 'greatest']","['donald trump is riding a horse with eagle wings fastened to him', 'donald trump is wearing a shirt that says the goat on it goat stands for greatest of all time', 'donald is riding a horse ', 'it is an image of donald trump in a knights outfit on a horse in front of a castle', 'donald trump is depicted in a knights outfit sitting on a horse in front of a castle']",horse - goat - knights - castle - riding - on - shirt - outfit - donald - greatest,True
hilary is behind bars ,35,35_bars_hillary_hilary_clinton,"['bars', 'hillary', 'hilary', 'clinton', 'behind', 'spear', 'pikachus', 'evil', 'drink', 'coughing']","['hillary clinton is posing in an iron man suit', 'hillary clinton is depicted holding a spear with evil pikachus surrounding her ', 'hilary is behind bars ', 'hilary is behind bars ', 'it is a picture of hillary clinton behind bars in a jail and screaming']",bars - hillary - hilary - clinton - behind - spear - pikachus - evil - drink - coughing,True
abraham lincoln wearing a maga hat,2,2_african_black_republican_hat,"['african', 'black', 'republican', 'hat', 'depicted', 'political', 'with', 'men', 'voters', 'barack']","['former president donald trump with his arms around two black women and surrounded by other black women who are supposedly all supporters', 'president trump is in the middle of a group of people of african descent holding a thumbs up the people surrounding trump are wearing seemingly stereotypical african clothing smiling all around him', 'three ai generated images of donald trump with black voters encouraging them to vote republican trump is shown at a doorstep with black americans and the voters are wearing maga hats ', 'the image features themes associated with republican political campaigning the man in the red hat and shirt which features a slogan reminiscent of republican campaign merchandise appears to be canvassing or collecting signatures this suggests activities commonly related to political outreach voter engagement or gathering support for republican candidates or causes the interaction between the two men highlights grassroots efforts typical in political campaigns', 'the image features themes associated with republican political campaigning the man in the red hat and shirt which features a slogan reminiscent of republican campaign merchandise appears to be canvassing or collecting signatures this suggests activities commonly related to political outreach voter engagement or gathering support for republican candidates or causes the interaction between the two men highlights grassroots efforts typical in political campaigns']",african - black - republican - hat - depicted - political - with - men - voters - barack,False
donald trump and elon musk are dancing ,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,True
donald trump and kamala harris in love with each other,22,22_each_love_kamala_together,"['each', 'love', 'kamala', 'together', 'having', 'ice', 'eating', 'tea', 'cream', 'harris']","['donald trump and kamala harris eating ice cream together in american flag bathing suits at the beach', 'kamala and donald are in love with each other ', 'donald trump and kamala harris in love with each other', 'donald trump and kamala harris are sitting on the beach together eating ice cream ', 'donald trump and kamala harris are having tea with each other staring intimately into each others eyes ']",each - love - kamala - together - having - ice - eating - tea - cream - harris,True
kamala harris dressed as the statue of liberty,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
donald and elon are saving the world,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
donald has bitcoin ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald is walking in front of lightning ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald won an olympic medal ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
trump is a pilot and there is also a drag queen pilot ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald is a on a golf course with deadpool as his security ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald is riding a motorcycle with jesus on it ,20,20_horse_goat_knights_castle,"['horse', 'goat', 'knights', 'castle', 'riding', 'on', 'shirt', 'outfit', 'donald', 'greatest']","['donald trump is riding a horse with eagle wings fastened to him', 'donald trump is wearing a shirt that says the goat on it goat stands for greatest of all time', 'donald is riding a horse ', 'it is an image of donald trump in a knights outfit on a horse in front of a castle', 'donald trump is depicted in a knights outfit sitting on a horse in front of a castle']",horse - goat - knights - castle - riding - on - shirt - outfit - donald - greatest,False
trump is on a regal chair ,20,20_horse_goat_knights_castle,"['horse', 'goat', 'knights', 'castle', 'riding', 'on', 'shirt', 'outfit', 'donald', 'greatest']","['donald trump is riding a horse with eagle wings fastened to him', 'donald trump is wearing a shirt that says the goat on it goat stands for greatest of all time', 'donald is riding a horse ', 'it is an image of donald trump in a knights outfit on a horse in front of a castle', 'donald trump is depicted in a knights outfit sitting on a horse in front of a castle']",horse - goat - knights - castle - riding - on - shirt - outfit - donald - greatest,False
donald is in an airplane ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald trump is on a cat ,11,11_cats_kittens_cat_rowing,"['cats', 'kittens', 'cat', 'rowing', 'saving', 'full', 'asking', 'trump', 'gun', 'you']","['trump is sitting in the oval office with a cat in glasses sitting in the table the cat is the user catturd or philip buchanan ', 'cats are asking you to vote for trump ', 'cats are asking you to vote for trump ', 'donald trump is rowing a boat full of kittens', 'donald trump is rowing a boat full of kittens ']",cats - kittens - cat - rowing - saving - full - asking - trump - gun - you,False
kamala is looking at a cat on a grill ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald is helping during 911,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
taylor wants you to vote for trump,8,8_taylor_swift_for_post,"['taylor', 'swift', 'for', 'post', 'vote', 'swifties', 'shirts', 'sam', 'uncle', 'endorsing']","['a picture of trumps post with ai generated crowd pictures of taylor swift fans wearing swifities for trump shirts', 'taylor swift is dressed in an uncle sam outfit inciting people to vote for trump ', 'it is a screenshot of donald trumps post of an ai generated photo of taylor swift endorsing trump', 'it is a picture of trumps post that has ai generated taylor swift fans for trump', 'taylor swift is depicted in an uncle sam outfit to incite people to vote for him as taylor is ']",taylor - swift - for - post - vote - swifties - shirts - sam - uncle - endorsing,False
kamala is drinking ,15,15_drinking_bottle_kamala_harris,"['drinking', 'bottle', 'kamala', 'harris', 'vodka', 'glass', 'outside', 'house', 'white', 'next']","['someone who looks like kamala harris is sitting in an alley drinking liquor next to a cardboard sign that says wanna be president ', 'kamala harris is depicted drinking a bottle of alcohol at a rally', 'kamala is drinking ', 'kamala harris drinking vodka from a bottle ', 'kamala harris drinking a bottle of vodka']",drinking - bottle - kamala - harris - vodka - glass - outside - house - white - next,True
donald trump and deadpool on a golf course,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
donald trump and elon musk are playing golf on mars ,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
